District,PC Name,PC Code,Category,Question,Option,Legend
KHORDHA,ANGARPADA,S1190808,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,ANGARPADA,S1190808,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,ANGARPADA,S1190808,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,ANGARPADA,S1190808,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
CUTTACK,KENDUPATANA SCS LTD,S1071101,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,KENDUPATANA SCS LTD,S1071101,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,KENDUPATANA SCS LTD,S1071101,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,KENDUPATANA SCS LTD,S1071101,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,KENDUPATANA SCS LTD,S1071101,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,KENDUPATANA SCS LTD,S1071101,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,KENDUPATANA SCS LTD,S1071101,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,NARISHO,S1190207,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,NARISHO,S1190207,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,NARISHO,S1190207,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,NARISHO,S1190207,Source of Power,What is the source of power available at the center?,Generator,Generator
KHORDHA,NARISHO,S1190207,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,NARISHO,S1190207,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,NARISHO,S1190207,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
CUTTACK,UTTARANA SCS,S1070705,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,PAIKATIGIRIA SCS LTD,S1190919,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,PAIKATIGIRIA SCS LTD,S1190919,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,PAIKATIGIRIA SCS LTD,S1190919,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,PAIKATIGIRIA SCS LTD,S1190919,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,PAIKATIGIRIA SCS LTD,S1190919,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,PAIKATIGIRIA SCS LTD,S1190919,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,PAIKATIGIRIA SCS LTD,S1190919,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
CUTTACK,BANDHAKATIA SCS LTD,S1071106,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
CUTTACK,BANDHAKATIA SCS LTD,S1071106,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,BANDHAKATIA SCS LTD,S1071106,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,BANDHAKATIA SCS LTD,S1071106,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,BANDHAKATIA SCS LTD,S1071106,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
KHORDHA,KHURDHA,S1190916,Floor,Type of floor available for unloading of Paddy?,Brick/Paved Floor,Brick/Paved Floor
KHORDHA,KHURDHA,S1190916,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,KHURDHA,S1190916,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,KHURDHA,S1190916,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,KHURDHA,S1190916,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,KHURDHA,S1190916,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GANJAM,GOKHARA KUDA SCS,S1111005,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,GOKHARA KUDA SCS,S1111005,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,GOKHARA KUDA SCS,S1111005,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,GOKHARA KUDA SCS,S1111005,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
CUTTACK,PRAHARAJPUR SCS LTD,S1070509,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,PRAHARAJPUR SCS LTD,S1070509,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,PRAHARAJPUR SCS LTD,S1070509,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,PRAHARAJPUR SCS LTD,S1070509,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,PRAHARAJPUR SCS LTD,S1070509,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,PRAHARAJPUR SCS LTD,S1070509,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,PRAHARAJPUR SCS LTD,S1070509,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,JAYAMANGAL,S1190905,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,KUSUMAJODI SCS,S1090507,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
DHENKANAL,KUSUMAJODI SCS,S1090507,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,KUSUMAJODI SCS,S1090507,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,KUSUMAJODI SCS,S1090507,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,KUSUMAJODI SCS,S1090507,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
KHORDHA,PADMAPUR,S1190211,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,PADMAPUR,S1190211,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,PADMAPUR,S1190211,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,PADMAPUR,S1190211,Source of Power,What is the source of power available at the center?,Generator,Generator
KHORDHA,PADMAPUR,S1190211,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,PADMAPUR,S1190211,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
CUTTACK,KALAMASHREE JAYANTAPUR SCS LTD,S1071104,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,KALAMASHREE JAYANTAPUR SCS LTD,S1071104,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,KALAMASHREE JAYANTAPUR SCS LTD,S1071104,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,KALAMASHREE JAYANTAPUR SCS LTD,S1071104,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,KALAMASHREE JAYANTAPUR SCS LTD,S1071104,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,KALAMASHREE JAYANTAPUR SCS LTD,S1071104,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,KALAMASHREE JAYANTAPUR SCS LTD,S1071104,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
CUTTACK,BILASUNI SCS LTD,S1071006,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,BILASUNI SCS LTD,S1071006,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,BILASUNI SCS LTD,S1071006,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,BILASUNI SCS LTD,S1071006,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,BILASUNI SCS LTD,S1071006,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,BILASUNI SCS LTD,S1071006,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,BILASUNI SCS LTD,S1071006,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
CUTTACK,SIRLO SCS LTD,S1071114,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,SIRLO SCS LTD,S1071114,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,SIRLO SCS LTD,S1071114,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,SIRLO SCS LTD,S1071114,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,SIRLO SCS LTD,S1071114,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,SIRLO SCS LTD,S1071114,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,SIRLO SCS LTD,S1071114,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
DHENKANAL,KAMAKHYANAGAR SCS,S1090505,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,MAA UJALESWARI,S2110618,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,MAA UJALESWARI,S2110618,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,MAA UJALESWARI,S2110618,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,MAA UJALESWARI,S2110618,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,MAA UJALESWARI,S2110618,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
CUTTACK,KISHORENAGAR SERVICE COOPERATIVE SOCIETY LTD,S1070510,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,KISHORENAGAR SERVICE COOPERATIVE SOCIETY LTD,S1070510,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,KISHORENAGAR SERVICE COOPERATIVE SOCIETY LTD,S1070510,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,KISHORENAGAR SERVICE COOPERATIVE SOCIETY LTD,S1070510,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,KISHORENAGAR SERVICE COOPERATIVE SOCIETY LTD,S1070510,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,KHANDAGIRI,S1190501,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,KHANDAGIRI,S1190501,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,KHANDAGIRI,S1190501,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,KHANDAGIRI,S1190501,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,KHANDAGIRI,S1190501,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,KHANDAGIRI,S1190501,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,KHANDAGIRI,S1190501,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
DHENKANAL,INDIPUR,S1090706,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
DHENKANAL,INDIPUR,S1090706,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,INDIPUR,S1090706,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,INDIPUR,S1090706,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,INDIPUR,S1090706,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
GANJAM,BIPULINGI,S1110604,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,BIPULINGI,S1110604,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,BIPULINGI,S1110604,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,BIPULINGI,S1110604,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,BIPULINGI,S1110604,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,BIPULINGI,S1110604,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BHADRAK,PADMAPUR,S1040106,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
BHADRAK,PADMAPUR,S1040106,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,PADMAPUR,S1040106,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
